媒体名称,收录类型,地区,门户类型,收录效果,频道类型,成本价,案例,入口,备注
腾讯网-大苏,百度新闻源收录,江苏,中国五大门户,不包百度新闻源收录,新闻资讯,55,http://js.qq.com/a/20180906/054001.htm,,周末不发 要正规稿件 负面医疗微商不发 金融 加盟 不明显的标题内容可以试试 标题要求48个字符之内 一个文字等于2个符号
江苏快讯,网页收录,江苏,地方商业门户,不包网页收录,新闻资讯,20,http://news.jsdushi.net/2018/0511/206748.shtml,,江苏的IP，打开链接不显示图片，加盟稿件不能带加盟2字，加盟稿件发布时需要接受加盟字眼改成代理，改稿不通知
中国财经产业网,网页收录,全国,全国商业门户,不包网页收录,财经金融,35,http://www.itangjiu.com/redian/20180928/9163.html,,周末可发 医疗美容 微商 加盟 金融理财 p2p 等都不包时效
薄荷网财经,网页收录,全国,全国商业门户,不包网页收录,财经金融,35,http://bj.bohelady.com/caijing/2018/0928/2899.html,,周末可发 医疗美容 微商 加盟 金融理财 p2p 等都不包时效
闽商网,网页收录,全国,地方商业门户,包网页收录,财经金融,35,http://www.mszz.cn/portal/enterprise/article-17050.html,,按稿件安排频道，未收录稿件，隔天5点前反馈。可发微商（不包）。
贵州网-新闻,网页收录,贵州,地方商业门户,不包网页收录,新闻资讯,30,http://news.gzw.net/2018/0926/1309134.shtml,,发稿快 周末可发  加盟 婚纱 医疗 金融可发（贵州本地、贵州本地企业编辑拒稿，涉及到政治话题、领导人物 编辑会自行删除，医疗 美容 微商 类型稿件只能安排在网页频道）
贵州网,百度新闻源收录,贵州,地方重点门户,不包百度新闻源收录,新闻资讯,30,http://www.gzw.net/2018/0925/1308940.shtml,,发稿快 周末可发  加盟 婚纱 医疗 金融可发（贵州本地、贵州本地企业编辑拒稿，涉及到政治话题、领导人物 编辑会自行删除，医疗 美容 微商 类型稿件只能安排在网页频道）
太原新闻网,百度新闻源收录,山西,地方重点门户,包百度新闻源收录,新闻资讯,30,http://qx.tynews.com.cn/system/2018/08/15/030081721.shtml,,不发加盟　医疗  博彩　Ｐ２Ｐ，没收录隔天反映　过期不予处理　　　
新浪网-宁夏,网页收录,宁夏回族自治区,中国五大门户,不包网页收录,新闻资讯,30,http://nx.sina.com.cn/finance/2018-09-17/detail-ihkahyhy1852886.shtml,,正规稿件优先；医疗 金融 微商 负面不发；婚纱不保证
中国消费新闻网-,百度新闻源收录,全国,全国商业门户,不包百度新闻源收录,财经金融,35,http://www.xjche365.com/ltsq/20180413/497.html,,微商 加盟 负面 婚纱 医疗 金融 周末可发 不包时效；  删稿不退款；带联系方式的 只发网页 不包收录
企业时报网-,百度新闻源收录,全国,全国商业门户,不包百度新闻源收录,财经金融,30,http://news.cqtresearch.com/xinwen/2018/0416/8730.html,,微商 加盟 负面 婚纱 医疗 金融 周末可发 不包时效；  删稿不退款；带联系方式的 只发网页 不包收录
川北在线-,百度新闻源收录,全国,全国商业门户,不包百度新闻源收录,新闻资讯,30,http://www.guangyuanol.cn/news/qiye/2018/0712/878870.html,,周末可发 医疗 微商 负面 婚纱 医疗 不发；标题不要带加盟
新讯网-,百度新闻源收录,全国,全国商业门户,不包百度新闻源收录,新闻资讯,23,http://news.xinxunwang.com/world/djxw/178393.html,,健康医疗稿件不包 周末出稿慢
A5站长网(A5创业网),百度新闻源收录,全国,全国商业门户,不包百度新闻源收录,IT科技数码,35,https://www.admin5.com/article/20180830/873988.shtml,,联系方式不保证带； 医疗、微商、维权、负面不能发；没有收录要第二天反馈 超过时间反馈编辑不会处理的
慧聪安防网,百度新闻源收录,全国,全国商业门户,不包百度新闻源收录,新闻资讯,48,http://info.secu.hc360.com/2018/03/051619907846.shtml,,周末可发 负面不发
中国好茶网,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,55,http://www.tt5678.com/cyzx/News_View.asp?NewsID=134,,周末不发  只发正规的行业相关
民族新闻网-,百度新闻源收录,贵州,地方重点门户,不包百度新闻源收录,新闻资讯,23,http://www.gzmzb.com/Item/Article/n/53525,,（新闻源收录不错）医疗 微商 加盟 负面 婚纱 医疗 金融 周末都不发
东快网-,百度新闻源收录,福建,地方重点门户,包百度新闻源收录,新闻资讯,35,http://www.dnkb.com.cn/archive/info/20180727/125443150703223_1.shtml,,加盟可包  婚纱可以发 不包 ;医疗 微商 金融带收益 负面 化妆品护肤品不发
齐鲁在线-,百度新闻源收录,山东,地方重点门户,包百度新闻源收录,新闻资讯,30,http://news.sosd.com.cn/newsshow-108285.html,,加盟 医疗 金融不发； 周末不发
外链套餐300家,网页收录,全国,全国商业门户,不包网页收录,新闻资讯,750,http://www.zjqiye.net/2018/0726/590331.shtml,,可带外链
中国网-中国安监,百度新闻源收录,全国,全国商业门户,不包百度新闻源收录,新闻资讯,30,http://anjian.china.com.cn/html/hyxw/20180829/26809.html,,
尚七网-新闻,网页收录,全国,全国商业门户,不包百度新闻源收录,女性时尚,45,http://news.edu777.com/news/2018/0831/46926.html,,可发医疗，加盟，联系方式可以用图片带。 医疗 加盟  护肤品  保健品  等  不包收录
经济导报网,网页收录,全国,全国商业门户,不包百度新闻源收录,新闻资讯,30,http://news.ceeh.com.cn/20180831/10664.html,,可发医疗，加盟，联系方式可以用图片带。
食安中国-新闻中心,网页收录,全国,全国商业门户,不包百度新闻源收录,食品餐饮,30,http://news.cnfoodsafety.com/2018/0831/30528.html,,可发医疗，加盟，联系方式可以用图片带。医疗 加盟  护肤品  保健品  等  不包收录
块财经-新闻,网页收录,全国,全国商业门户,不包百度新闻源收录,财经金融,30,http://news.fayiyi.com/20180831/13759.html,,不发医疗，可发加盟，联系方式可以用图片带。加盟  护肤品  保健，金融等  不包收录
食安中国,百度新闻源收录,全国,全国商业门户,包百度新闻源收录,食品餐饮,30,http://www.cnfoodsafety.com/eco/20180831/13130518.html,,医疗 加盟  护肤品  保健品等  不包收录
宁德晚报,百度新闻源收录,福建,地方重点门户,不包百度新闻源收录,新闻资讯,30,http://epaper.fjndwb.com/content/2018-09/01/11110037.html?tdsourcetag=s_pcqq_aiomsg,,医疗 加盟  护肤品  保健品等  不包收录
和合承德网,百度新闻源收录,全国,地方重点门户,包百度新闻源收录,新闻资讯,25,http://www.hehechengde.cn/xinxi/2018-12-14/114427.html,,加盟，婚纱，医疗类 不包新
新浪网-辽宁,网页收录,辽宁,中国五大门户,不包网页收录,新闻资讯,30,http://ln.sina.com.cn/fs/economy/2018-08-13/detail-ihhqtawy1234698.shtml,,医疗不发，加盟看稿件质量。
腾讯网-大辽.,网页收录,辽宁,中国五大门户,不包网页收录,新闻资讯,40,http://ln.qq.com/a/20180806/015291.htm,,最多可带4张图；医疗 不发，加盟看稿件质量。    非编辑责任不改稿
搜财网（包新闻源）,百度新闻源收录,全国,全国商业门户,包百度新闻源收录,财经金融,40,http://www.scbzol.com/content/68842.html,,医疗，加盟的不包收录。只收正规稿件 医疗 加盟  护肤品  保健品  等  不包收录 金融  区块链  甲醛发稿率低
块财经,百度新闻源收录,全国,全国商业门户,不包百度新闻源收录,财经金融,35,http://www.fayiyi.com/fresh/20180801/jingji13311756.html,,不发医疗，加盟不包收录。只收正规稿件 ，
今日泉州,百度新闻源收录,福建,全国商业门户,包百度新闻源收录,新闻资讯,35,http://www.qzcns.com/qznews/2018/0727/jingji135540914.html,,医疗加盟的不包收录，只收正规稿件 医疗 加盟  护肤品  保健品  等  不包收录  金融  区块链  甲醛发稿率低
览潮网,百度新闻源收录,全国,全国商业门户,不包百度新闻源收录,新闻资讯,20,http://www.fjii.com/yw/2018/0804/175522.shtml,,"周末可发 微商  医疗 负面  博彩 不能发 , 护肤品不能发, 网贷具体看稿件"
扬子晚报-科技,百度新闻源收录,全国,全国商业门户,不包百度新闻源收录,IT科技数码,40,http://tech.yangtse.com/news/2018/0730/132.html,,审稿严，出稿时间不确定，不发 医疗加盟 金融理财之类的 股票 医疗   负面的  金融  等不包时效  股票配资删稿稿费照付
环球财富网,网页收录,全国,全国商业门户,不包网页收录,财经金融,25,http://www.hqcf.com.cn/pinglun/sdbd/10531.html,,
济南广电,百度新闻源收录,山东,地方重点门户,不包百度新闻源收录,新闻资讯,28,http://news.ijntv.cn/qyzx/redian/2017-09-12/3670.html,,
湖南民生网.,百度新闻源收录,湖南,地方商业门户,不包百度新闻源收录,新闻资讯,28,http://www.hnmsw.com/show_article_92700.html,,
山东周刊（山东生活网）.,百度新闻源收录,山东,地方重点门户,不包百度新闻源收录,新闻资讯,30,http://mshandong.com/zixun/2018/07/13/13074634.html,,
生活新报网,百度新闻源收录,全国,全国商业门户,不包百度新闻源收录,新闻资讯,25,http://www.shxb.net/news/guonei/2018/0601/8164.html,,"可发，微商，医疗，负面等,花呗，博彩等等各种类型都可以发"
苏北网,百度新闻源收录,全国,全国商业门户,不包百度新闻源收录,新闻资讯,33,http://news.jsnol.com/local/2018/0724/162075.html,,"金融稿子不包收录，发新闻源收录频道；护肤、美妆、集成墙纸，婚纱、甲醛、硅藻泥不包收录（以下稿件不发：涉政，医疗整形，负面，博彩，减肥精油，解码器，佛教，微商,原油投资，套现广告，加盟，微信刷票，花呗套现，淘宝兼职) "
CCTV-证券资讯,网页收录,全国,中央新闻门户,不包网页收录,新闻资讯,50,http://www.cctvfinance.com,,周末可发
中国观察者网-,百度新闻源收录,全国,全国商业门户,不包百度新闻源收录,新闻资讯,30,http://www.ncrw.com.cn/news/yule/20083.html,,网页可带电话链接 股票 医疗   负面的  金融  等不包时效  股票配资删稿稿费照付
瞄股网-,百度新闻源收录,全国,全国商业门户,不包百度新闻源收录,新闻资讯,30,http://www.miaogu.com/gundong/20180425/190174.html,,网页可带电话链接 股票 医疗   负面的  金融  等不包时效  股票配资删稿稿费照付
太平洋财富网,百度新闻源收录,全国,全国商业门户,不包百度新闻源收录,财经金融,40,http://www.pcfortune.com.cn/news/pic/2018/1019/pic6587.html,,网页可带电话链接 股票 医疗   负面的  金融  等不包时效  股票配资删稿稿费照付
中国经贸网=,百度新闻源收录,全国,全国商业门户,不包百度新闻源收录,新闻资讯,30,http://www.iewzx.com/zixun/newshow-1012018011017227.html,,股票 医疗   负面的  金融  等不包时效  股票配资删稿稿费照付
现代青年网-,百度新闻源收录,全国,全国商业门户,不包百度新闻源收录,新闻资讯,30,http://www.cnchengshi.cn/zixun/zhuxue/2018/0114/1355.html,,网页可带电话链接 股票 医疗   负面的  金融  等不包时效  股票配资删稿稿费照付
中国金融之家-,百度新闻源收录,全国,全国商业门户,不包百度新闻源收录,财经金融,30,http://www.pashu.org/zj/2018/0124/0124289.html,,网页可带电话链接  股票 医疗   负面的  金融  等不包时效  股票配资删稿稿费照付
乌海网-,百度新闻源收录,北京,地方商业门户,不包百度新闻源收录,新闻资讯,25,http://www.nmwhtv.com/xinwen/zonghe/2018/0124/12008.html,,网页可带电话链接 股票 医疗   负面的  金融  等不包时效  股票配资删稿稿费照付
中国农村网-,百度新闻源收录,全国,全国商业门户,不包百度新闻源收录,新闻资讯,30,http://www.nongcun5.com/news/kx/2018/01_16/18514.html,,网页可带电话链接 股票 医疗   负面的  金融  等不包时效  股票配资删稿稿费照付
项城网-,百度新闻源收录,河南,地方商业门户,不包百度新闻源收录,新闻资讯,30,http://www.xcctv.cn/news/caijing/2018/0123/94547.html,,网页可带电话链接 股票 医疗   负面的  金融  等不包时效  股票配资删稿稿费照付
金湖生活网-,百度新闻源收录,江苏,地方商业门户,不包百度新闻源收录,新闻资讯,30,http://www.jhrbs.com/jinhu/20180124/011215343.html,,网页电话链接 股票 医疗   负面的  金融  等不包时效  股票配资删稿稿费照付
